ID,頭文字,品目名,item_name,小型家電回収対象,出し方,category,出し方のポイント,point,品目名_output,item_name_output,完全一致1,完全一致2,完全一致3
1277,し,室内アンテナ(プラスチック製),indoor antenna (made of plastic),,燃やすごみ,Burnable garbage,,,室内アンテナ(プラスチック製),Indoor antenna (made of plastic),indoor antenna (made of plastic),nan,nan
1278,し,ジッパー、チャック、ファスナー,zipper /fastener,,小さな金属類,Small metal items,プラスチック製のものは燃やすごみへ。,Plastic ones are to burn garbage.,ジッパー,zipper,zipper,nan,nan
1279,し,自転車のサドル、サドル,bicycle saddle,,小さな金属類,Small metal items,シートポストと分離した樹脂製のサドルは燃やすごみへ。,The resin saddle separated from the seat post is to burn garbage.,自転車のサドル,Bicycle saddle,bicycle saddle,nan,nan
1280,し,竹刀,bamboo sword,,粗大ごみ,Oversized garbage,,,竹刀,Bamboo sword,bamboo sword,nan,nan
1281,し,芝生(刈り取ったもの),lawn (cutted),,燃やすごみ,Burnable garbage,,,芝生(刈り取ったもの),Lawn (harvested),lawn (harvested),nan,nan
1282,し,写真立て(木製・プラスチック製),photo stand (wooden / plastic) /photo frame(wooden/plastic),,燃やすごみ,Burnable garbage,50cm以上のものは粗大ごみへ。,"If it is more than 50cm, go to the oversized garbage.",写真立て(木製・プラスチック製),Photo stand (wooden / plastic),photo stand (wooden / plastic),nan,nan
1283,し,写真立て(金属製),photo stand (metal) /photo frame(metal),,小さな金属類,Small metal items,30cm以上のものは粗大ごみへ。,"If you are 30cm or more, go to oversized garbage.",写真立て(金属製),Photo stand (metal),photo stand (metal),nan,nan
1285,し,写真立て(ガラス製),photo stand (made of glass) /photo frame(made of glass),,燃えないごみ,Non-burnable garbage,50cm以上のものは粗大ごみへ。,"If it is more than 50cm, go to the oversized garbage.",写真立て(ガラス製),Photo stand (made of glass),photo stand (made of glass),nan,nan
1286,し,シャチハタ印、シャチハタ、はんこ,shachihata seal /shachihata mark,,燃やすごみ,Burnable garbage,,,シャチハタ印,Shachihata seal,shachihata seal,nan,nan
1287,し,樹木 原木,tree /raw wood,,粗大ごみ,Oversized garbage,50cm未満のものは燃やすごみへ。,Those who are less than 50cm are to Burnable garbage.,樹木 原木,Trees,trees,nan,nan
1288,し,障子紙(未使用),shoji paper (unused),,古紙(雑誌・その他の紙）,Recycle paper (magazines、 other paper),使用したものは燃やすごみへ。,The ones used are to burn the Burnable garbage.,障子紙(未使用),Shoji paper (unused),shoji paper (unused),nan,nan
1289,し,消臭剤(スプレータイプ・置き型タイプ・詰め替え用),deodorant (for spray type / storage type / refill),,プラスチック製容器包装,Plastic containers and packaging,中身は使い切って。エアゾール缶のものはスプレー缶へ。,Use up the contents. The air zol can go to the spray can.,消臭剤(スプレータイプ・置き型タイプ・詰め替え用),Deodorant (for spray type、 storage type、 refill),deodorant (for spray type、 storage type、 refill),nan,nan
1290,し,賞状,certificate,,古紙(雑誌・その他の紙）,Recycle paper (magazines、 other paper),,,賞状,Certificate,certificate,nan,nan
1291,し,賞状の筒(紙製)、賞状入れ(紙製),certificate holder (made of paper),,古紙(雑誌・その他の紙）,Recycle paper (magazines、 other paper),,,賞状の筒(紙製),Calon (made of paper),calon (made of paper),nan,nan
1292,し,錠前(自分で取り外したもの)、南京錠,lock (removed by yourself),,小さな金属類,Small metal items,,,錠前(自分で取り外したもの),Lock (removed by yourself),lock (removed by yourself),nan,nan
1293,し,障子、和室,shoji,,粗大ごみ,Oversized garbage,,,障子,Shoji,shoji,nan,nan
1294,し,食器(金属製),tableware (metal),,小さな金属類,Small metal items,30cm以上のものは粗大ごみへ アルミはくの皿は燃やすごみへ,Those with 30cm or more are oversized garbage to the aluminum plate to the Burnable garbage.,食器(金属製),Tableware (metal),tableware (metal),nan,nan
1295,し,自転車のカゴ、バイクのカゴ,bicycle basket/ motorcycle basket,,小さな金属類,Small metal items,30cm以上のものは粗大ごみへ。木製、プラスチック製のものは50cm未満は燃やすごみ、50cm以上は粗大ごみへ,"If you are more than 30cm, go to oversized garbage. Wooden and plastic ones are burned for less than 50cm, and over 50cm to oversized garbage.",自転車・バイクのカゴ,Bicycle / motorcycle basket,bicycle / motorcycle basket,nan,nan
1296,し,CD・DVDディスクの包装フィルム、CDフィルム、DVDフィルム,packaging film for cd / dvd /cd / dvd disk wrapping film,,プラスチック製容器包装,Plastic containers and packaging,,,CD・DVDディスクの包装フィルム,CD / DVD disk wrapping film,cd / dvd disk wrapping film,nan,nan
1297,し,自転車充電器、自転車バッテリー,bicycle charger,,燃やすごみ,Burnable garbage,,,自転車充電器,Bicycle charger,bicycle charger,nan,nan
1298,し,自転車のカバー、自転車カバー,bicycle cover,,燃やすごみ,Burnable garbage,,,自転車のカバー,Bicycle cover,bicycle cover,nan,nan
1299,し,収納袋,storage bag,,燃やすごみ,Burnable garbage,,,収納袋,Storage bag,storage bag,nan,nan
1300,し,朱肉、はんこ,vermilion / red ink,,燃やすごみ,Burnable garbage,金属ケースのものは小さな金属類へ。,"For metal cases, go to Small metal itemss.",朱肉,Vermilion,vermilion,nan,nan
1301,し,シュレッダーごみ(紙以外のもの),shredder garbage (other than paper),,燃やすごみ,Burnable garbage,,,シュレッダーごみ(紙以外のもの),Shredder garbage (other than paper),shredder garbage (other than paper),nan,nan
1302,し,消臭剤(電池・電気式),deodorant (battery / electric type),,燃やすごみ,Burnable garbage,乾電池・コンセントを使用するもの。詰め替えカートリッジ(エアゾール缶)はスプレー缶へ。,Use batteries and outlets. Refilled cartridge (air zole can) is to a spray can.,消臭剤(電池・電気式),Deodorant (battery / electric type),deodorant (battery / electric type),nan,nan
1303,し,シリコンマット,silicon mat,,燃やすごみ,Burnable garbage,,,シリコンマット,Silicon mat,silicon mat,nan,nan
1304,し,人工肛門,artificial anus /colostomy,,燃やすごみ,Burnable garbage,汚物はトイレに流して。,Pour the filth into the toilet.,人工肛門,Artificial anus,artificial anus,nan,nan
1305,し,シェードカーテン(布地部分)、カーテン,shade curtain (fabric part),,古布,Used Cloth,洗濯して乾かしてから。,After washing and drying.,シェードカーテン(布地部分),Shade curtain (fabric part),shade curtain (fabric part),nan,nan
1306,し,シェービングクリーム、髭剃りクリーム,shaving cream,,スプレー缶,Spray cans,"中身を使い切って 穴はあけない。キャップはプラスチック製容器包装へ。中身が出せなくなったものについては<a href=""http://www.city.yokohama.lg.jp/shigen/sub-soshiki/jimusho/"">収集事務所</a>に相談。",,シェービングクリーム,Shaving cream,shaving cream,nan,nan
1307,し,芝刈り機,lawn mower,,粗大ごみ,Oversized garbage,,,芝刈り機,lawn mower,lawn mower,nan,nan
1308,し,シャワーキャップ、シャンプーハット、帽子、水回り,shower cap,,燃やすごみ,Burnable garbage,,,シャワーキャップ,Shower cap,shower cap,nan,nan
1309,し,シューツリー(木型),shoe tree (wooden type),,燃やすごみ,Burnable garbage,,,シューツリー(木型),Shoe Tree (wooden type),shoe tree (wooden type),nan,nan
1310,し,数珠、じゅず、じゅじゅ,rosary /prayer beads,,燃やすごみ,Burnable garbage,珠が石製のものは燃えないごみへ。,The pearls are made of stone to the non -Burnable garbage.,数珠,Rosary,rosary,nan,nan
1311,し,シートカバー,seat cover,,燃やすごみ,Burnable garbage,,,シートカバー,Seat Cover,seat cover,nan,nan
1312,し,自転車補助椅子(金属製),bicycle assistance chair (metal) /bicycle support chair (metal),,小さな金属類,Small metal items,30cm以上のものは粗大ごみへ。,"If you are 30cm or more, go to oversized garbage.",自転車補助椅子(金属製),Bicycle assistance chair (metal),bicycle assistance chair (metal),nan,nan
1313,し,自転車補助椅子(プラスチック製),bicycle assistance chair (made of plastic) /bicycle support chair (made of plastic),,燃やすごみ,Burnable garbage,50cm以上のものは粗大ごみへ。,"If it is more than 50cm, go to the oversized garbage.",自転車補助椅子(プラスチック製),Bicycle assistance chair (made of plastic),bicycle assistance chair (made of plastic),nan,nan
1314,し,しびん(プラスチック製)、尿瓶,urinal (made of plastic),,燃やすごみ,Burnable garbage,汚物は流して洗う。ガラス製・陶器製のものは燃えないごみへ。,Rinse the filth and wash. Glass and pottery are not burned garbage.,しびん(プラスチック製),Shrine (made of plastic),shrine (made of plastic),nan,nan
1315,し,シャワーヘッド(プラスチック製),shower head (made of plastic),,燃やすごみ,Burnable garbage,金属製のものは小さな金属類へ。,Metal ones go to Small metal itemss.,シャワーヘッド(プラスチック製),Shower head (made of plastic),shower head (made of plastic),nan,nan
1316,し,除湿シート,dehumidifying sheet,,燃やすごみ,Burnable garbage,,,除湿シート,Dehumidifying sheet,dehumidifying sheet,nan,nan
1317,し,自転車の補助輪、コロ、補助輪,bicycle auxiliary wheel,,小さな金属類,Small metal items,30cm以上のものは粗大ごみへ。,"If you are 30cm or more, go to oversized garbage.",自転車の補助輪,Bicycle auxiliary wheel,bicycle auxiliary wheel,nan,nan
1318,し,醤油さし(ガラス・陶器製)、醤油入れ、しょうゆさし、しょうゆ入れ,soy sauce bottles (made of glass and pottery),,燃えないごみ,Non-burnable garbage,プラスチック製のものは燃やすごみへ。,Plastic ones are burned to burn.,醤油さし(ガラス・陶器製),Soy sauce rosashi (made of glass and pottery),soy sauce rosashi (made of glass and pottery),nan,nan
1319,し,食品残渣(生ごみなど)、骨,food residue (garbage / etc.) /bone,,燃やすごみ,Burnable garbage,可能な範囲で水気を切って。,Drain as much as possible.,食品残渣(生ごみなど),Food residue (garbage、 etc.),food residue (garbage、 etc.),nan,nan
1320,し,書類,document,,古紙(雑誌・その他の紙）,Recycle paper (magazines、 other paper),,,書類,document,document,nan,nan
1321,し,シュシュ・髪ゴム、ヘアゴム,shushu com /hair com,,燃やすごみ,Burnable garbage,,,シュシュ・髪ゴム,Shushu Hair Rubber,shushu hair rubber,nan,nan
1322,し,CD付き雑誌,magazine with cd,,古紙(雑誌・その他の紙）,Recycle paper (magazines、 other paper),CDは燃やすごみへ。,CDs are burned to Burnable garbage.,CD付き雑誌,Magazine with CD,magazine with cd,nan,nan
1323,し,シーラー(金属製),sealer (metal),,小さな金属類,Small metal items,30cm以上のものは粗大ごみへ。,"If you are 30cm or more, go to oversized garbage.",シーラー(金属製),Sealer (metal),sealer (metal),nan,nan
1324,し,シーラー(プラスチック製),sealer (made of plastic),,燃やすごみ,Burnable garbage,50cm以上のものは粗大ごみへ。,"If it is more than 50cm, go to the oversized garbage.",シーラー(プラスチック製),Sealer (made of plastic),sealer (made of plastic),nan,nan
1325,し,歯間ブラシ,interdental brush,,燃やすごみ,Burnable garbage,,,歯間ブラシ,Interdental brush,interdental brush,nan,nan
1326,し,写真引き伸ばし機,photo enlarger,,粗大ごみ,Oversized garbage,,,写真引き伸ばし機,Photographed machine,photographed machine,nan,nan
